limit, count
1.0 ,  0
1.1 ,  393
1.2 ,  172
1.3 ,  26
1.4 ,  17
1.5 ,  17
1.6 ,  15
1.7 ,  12
1.8 ,  15
1.9 ,  17
2.0 ,  24
2.1 ,  18
2.2 ,  11
2.3 ,  14
2.4 ,  9
2.5 ,  8
2.6 ,  8
2.7 ,  18
2.8 ,  14
2.9 ,  13
3.0 ,  10
3.1 ,  3
3.2 ,  16
3.3 ,  8
3.4 ,  8
3.5 ,  4
3.6 ,  14
3.7 ,  4
3.8 ,  4
3.9 ,  3
4.0 ,  9
4.1 ,  8
4.2 ,  5
4.3 ,  8
4.4 ,  6
4.5 ,  0
4.6 ,  1
4.7 ,  3
4.8 ,  3
4.9 ,  5
5.0 ,  0
5.1 ,  0
5.2 ,  0
5.3 ,  3
5.4 ,  1
5.5 ,  1
5.6 ,  3
5.7 ,  1
5.8 ,  2
5.9 ,  4
6.0 ,  1
6.1 ,  4
6.2 ,  5
6.3 ,  1
6.4 ,  4
6.5 ,  2
6.6 ,  0
6.7 ,  1
6.8 ,  2
6.9 ,  1
7.0 ,  2
7.1 ,  3
7.2 ,  1
7.3 ,  3
7.4 ,  1
7.5 ,  3
7.6 ,  0
7.7 ,  2
7.8 ,  2
7.9 ,  1
8.0 ,  0
8.1 ,  0
8.2 ,  0
8.3 ,  0
8.4 ,  0
8.5 ,  2
8.6 ,  1
