id, model-name, radio
1 , resnet50 , 1.1531538885394266
2 , yolov2 , 1.3202454929297278
3 , squeezenetv1 , 1.9301662504583308
4 , googlenet , 1.2916387410091998
5 , vgg19 , 1.147107989937299
6 , resnet50 , 1.809316110534092
7 , yolov2 , 1.066084975168873
8 , googlenet , 1.1126760968773617
9 , squeezenetv1 , 2.5695579459338176
10 , resnet50 , 1.0
11 , vgg19 , 1.0
12 , yolov2 , 1.0935530754647755
13 , googlenet , 1.6303375672307872
14 , resnet50 , 1.5388339014126402
15 , squeezenetv1 , 3.583708415943519
16 , vgg19 , 1.0
18 , yolov2 , 4.245596787616934
19 , googlenet , 3.193606011410192
17 , resnet50 , 3.353723333187047
20 , squeezenetv1 , 1.1710006685928995
21 , resnet50 , 1.0
22 , yolov2 , 2.072063352695998
23 , googlenet , 1.1460988314025142
24 , vgg19 , 1.0
25 , squeezenetv1 , 1.113249962850473
26 , resnet50 , 1.0174526641212813
27 , yolov2 , 1.0825657891188676
28 , googlenet , 1.1212832580055714
29 , resnet50 , 1.0
30 , vgg19 , 1.321095457464774
31 , squeezenetv1 , 6.453735283874634
32 , resnet50 , 1.0306443921063795
33 , yolov2 , 3.535627647586452
34 , googlenet , 1.7499440598488725
35 , squeezenetv1 , 1.1311678319338976
36 , vgg19 , 1.0
37 , resnet50 , 2.311881098319168
38 , yolov2 , 1.1594764853565769
39 , googlenet , 1.1189358504251505
40 , resnet50 , 1.0
41 , squeezenetv1 , 3.333961068873218
42 , vgg19 , 1.0
43 , googlenet , 2.3853119232421176
44 , yolov2 , 2.8334139490390604
45 , resnet50 , 1.4396911404009225
46 , squeezenetv1 , 1.128273422094797
47 , resnet50 , 1.0
48 , vgg19 , 1.0307708963889173
49 , yolov2 , 7.74115347283677
50 , googlenet , 5.243684252999367
51 , squeezenetv1 , 1.186713160370219
52 , resnet50 , 1.1819405394071496
53 , googlenet , 1.1275430115533602
54 , yolov2 , 1.0531588284521922
55 , vgg19 , 1.0840224084926449
56 , resnet50 , 2.8656280323975873
57 , squeezenetv1 , 1.1518423569276588
58 , googlenet , 1.1368209214779372
59 , resnet50 , 1.4325328535135584
60 , yolov2 , 2.9481337708102933
61 , vgg19 , 1.0
62 , squeezenetv1 , 5.563079896555737
63 , resnet50 , 1.4791642163675107
64 , googlenet , 1.1538116963367115
65 , yolov2 , 1.074002213066771
66 , resnet50 , 1.0
67 , squeezenetv1 , 3.4075621517663164
68 , vgg19 , 1.0
69 , googlenet , 4.2243460705601725
