limit, count
1.0 ,  0
1.1 ,  281
1.2 ,  401
1.3 ,  433
1.4 ,  467
1.5 ,  487
1.6 ,  496
1.7 ,  512
1.8 ,  522
1.9 ,  530
2.0 ,  541
2.1 ,  547
2.2 ,  563
2.3 ,  573
2.4 ,  588
2.5 ,  598
2.6 ,  610
2.7 ,  618
2.8 ,  628
2.9 ,  644
3.0 ,  653
3.1 ,  660
3.2 ,  667
3.3 ,  674
3.4 ,  683
3.5 ,  693
3.6 ,  708
3.7 ,  723
3.8 ,  740
3.9 ,  751
4.0 ,  755
4.1 ,  765
4.2 ,  772
4.3 ,  781
4.4 ,  783
4.5 ,  786
4.6 ,  791
4.7 ,  799
4.8 ,  805
4.9 ,  810
5.0 ,  812
5.1 ,  815
5.2 ,  817
5.3 ,  823
5.4 ,  827
5.5 ,  830
5.6 ,  831
5.7 ,  836
5.8 ,  839
5.9 ,  847
6.0 ,  851
6.1 ,  857
6.2 ,  861
6.3 ,  865
6.4 ,  868
6.5 ,  874
6.6 ,  877
6.7 ,  882
6.8 ,  889
6.9 ,  895
7.0 ,  903
7.1 ,  909
7.2 ,  912
7.3 ,  913
7.4 ,  920
7.5 ,  930
7.6 ,  936
7.7 ,  938
7.8 ,  943
7.9 ,  946
8.0 ,  950
8.1 ,  955
8.2 ,  959
8.3 ,  959
8.4 ,  962
8.5 ,  962
8.6 ,  965
8.7 ,  968
8.8 ,  968
8.9 ,  972
9.0 ,  976
9.1 ,  979
9.2 ,  979
9.3 ,  981
9.4 ,  983
9.5 ,  983
9.6 ,  984
9.7 ,  985
9.8 ,  985
9.9 ,  987
10.0 ,  989
10.1 ,  989
10.2 ,  989
10.3 ,  990
10.4 ,  990
10.5 ,  990
10.6 ,  991
10.7 ,  991
10.8 ,  991
10.9 ,  991
11.0 ,  991
11.1 ,  991
11.2 ,  992
11.3 ,  993
11.4 ,  994
11.5 ,  996
11.6 ,  996
11.7 ,  997
11.8 ,  997
11.9 ,  997
12.0 ,  997
12.1 ,  998
12.2 ,  998
12.3 ,  998
12.4 ,  998
12.5 ,  998
12.6 ,  998
12.7 ,  998
12.8 ,  998
12.9 ,  998
13.0 ,  998
13.1 ,  998
13.2 ,  999
13.3 ,  1000
