limit, count
1.0 ,  0
1.1 ,  283
1.2 ,  140
1.3 ,  27
1.4 ,  18
1.5 ,  9
1.6 ,  11
1.7 ,  11
1.8 ,  7
1.9 ,  14
2.0 ,  16
2.1 ,  3
2.2 ,  13
2.3 ,  6
2.4 ,  11
2.5 ,  15
2.6 ,  11
2.7 ,  13
2.8 ,  11
2.9 ,  12
3.0 ,  13
3.1 ,  11
3.2 ,  8
3.3 ,  6
3.4 ,  12
3.5 ,  11
3.6 ,  9
3.7 ,  8
3.8 ,  12
3.9 ,  8
4.0 ,  8
4.1 ,  9
4.2 ,  7
4.3 ,  9
4.4 ,  4
4.5 ,  8
4.6 ,  7
4.7 ,  2
4.8 ,  3
4.9 ,  4
5.0 ,  3
5.1 ,  3
5.2 ,  10
5.3 ,  2
5.4 ,  1
5.5 ,  6
5.6 ,  4
5.7 ,  3
5.8 ,  2
5.9 ,  4
6.0 ,  3
6.1 ,  3
6.2 ,  8
6.3 ,  8
6.4 ,  4
6.5 ,  4
6.6 ,  3
6.7 ,  3
6.8 ,  8
6.9 ,  3
7.0 ,  6
7.1 ,  5
7.2 ,  4
7.3 ,  8
7.4 ,  3
7.5 ,  7
7.6 ,  5
7.7 ,  5
7.8 ,  1
7.9 ,  3
8.0 ,  0
8.1 ,  3
8.2 ,  3
8.3 ,  4
8.4 ,  5
8.5 ,  3
8.6 ,  7
8.7 ,  2
8.8 ,  2
8.9 ,  2
9.0 ,  2
9.1 ,  6
9.2 ,  2
9.3 ,  0
9.4 ,  5
9.5 ,  0
9.6 ,  1
9.7 ,  0
9.8 ,  2
9.9 ,  2
10.0 ,  1
10.1 ,  2
10.2 ,  2
10.3 ,  1
10.4 ,  1
10.5 ,  2
10.6 ,  0
10.7 ,  2
10.8 ,  0
10.9 ,  2
11.0 ,  1
11.1 ,  1
11.2 ,  1
11.3 ,  1
11.4 ,  0
11.5 ,  0
11.6 ,  2
11.7 ,  0
11.8 ,  0
11.9 ,  1
12.0 ,  1
12.1 ,  0
12.2 ,  0
12.3 ,  0
12.4 ,  0
12.5 ,  2
12.6 ,  0
12.7 ,  0
12.8 ,  0
12.9 ,  0
13.0 ,  0
13.1 ,  0
13.2 ,  1
13.3 ,  0
13.4 ,  0
13.5 ,  1
13.6 ,  1
13.7 ,  0
13.8 ,  0
13.9 ,  0
14.0 ,  0
14.1 ,  0
14.2 ,  0
14.3 ,  0
14.4 ,  0
14.5 ,  0
14.6 ,  0
14.7 ,  0
14.8 ,  0
14.9 ,  0
15.0 ,  0
15.1 ,  0
15.2 ,  0
15.3 ,  0
15.4 ,  0
15.5 ,  1
