limit, count
1.0 ,  0
1.1 ,  98
1.2 ,  132
1.3 ,  135
1.4 ,  135
1.5 ,  135
1.6 ,  138
1.7 ,  143
1.8 ,  145
1.9 ,  149
2.0 ,  150
2.1 ,  152
2.2 ,  155
2.3 ,  157
2.4 ,  162
2.5 ,  164
2.6 ,  170
2.7 ,  173
2.8 ,  174
2.9 ,  174
3.0 ,  177
3.1 ,  179
3.2 ,  181
3.3 ,  182
3.4 ,  184
3.5 ,  184
3.6 ,  186
3.7 ,  186
3.8 ,  186
3.9 ,  186
4.0 ,  188
4.1 ,  189
4.2 ,  189
4.3 ,  191
4.4 ,  191
4.5 ,  193
4.6 ,  194
4.7 ,  194
4.8 ,  195
4.9 ,  195
5.0 ,  196
5.1 ,  198
5.2 ,  198
5.3 ,  198
5.4 ,  199
5.5 ,  201
5.6 ,  201
5.7 ,  201
5.8 ,  202
5.9 ,  202
6.0 ,  202
6.1 ,  204
6.2 ,  204
6.3 ,  205
6.4 ,  207
6.5 ,  210
6.6 ,  210
6.7 ,  211
6.8 ,  213
6.9 ,  214
7.0 ,  215
7.1 ,  216
7.2 ,  221
7.3 ,  222
7.4 ,  223
7.5 ,  224
7.6 ,  226
7.7 ,  229
7.8 ,  231
7.9 ,  234
8.0 ,  235
8.1 ,  236
8.2 ,  238
8.3 ,  239
8.4 ,  241
8.5 ,  243
8.6 ,  244
8.7 ,  244
8.8 ,  244
8.9 ,  244
9.0 ,  244
9.1 ,  244
9.2 ,  244
9.3 ,  244
9.4 ,  244
9.5 ,  244
9.6 ,  245
9.7 ,  245
9.8 ,  245
9.9 ,  245
10.0 ,  245
10.1 ,  246
10.2 ,  247
10.3 ,  247
10.4 ,  249
10.5 ,  249
10.6 ,  249
10.7 ,  249
10.8 ,  250
10.9 ,  251
11.0 ,  252
11.1 ,  252
11.2 ,  252
11.3 ,  252
11.4 ,  253
