limit, count
1.0 ,  0
1.1 ,  17
1.2 ,  99
1.3 ,  82
1.4 ,  67
1.5 ,  50
1.6 ,  47
1.7 ,  48
1.8 ,  43
1.9 ,  28
2.0 ,  48
2.1 ,  47
2.2 ,  53
2.3 ,  44
2.4 ,  29
2.5 ,  30
2.6 ,  15
2.7 ,  20
2.8 ,  29
2.9 ,  17
3.0 ,  21
3.1 ,  21
3.2 ,  13
3.3 ,  12
3.4 ,  10
3.5 ,  17
3.6 ,  11
3.7 ,  19
3.8 ,  14
3.9 ,  5
4.0 ,  6
4.1 ,  8
4.2 ,  7
4.3 ,  5
4.4 ,  3
4.5 ,  5
4.6 ,  2
4.7 ,  4
4.8 ,  2
4.9 ,  0
5.0 ,  1
5.1 ,  0
5.2 ,  1
