limit, count
1.0 ,  0
1.1 ,  0
1.2 ,  50
1.3 ,  83
1.4 ,  85
1.5 ,  86
1.6 ,  92
1.7 ,  99
1.8 ,  104
1.9 ,  110
2.0 ,  121
2.1 ,  128
2.2 ,  135
2.3 ,  143
2.4 ,  156
2.5 ,  162
2.6 ,  172
2.7 ,  175
2.8 ,  182
2.9 ,  188
3.0 ,  195
3.1 ,  200
3.2 ,  207
3.3 ,  211
3.4 ,  219
3.5 ,  222
3.6 ,  229
3.7 ,  233
3.8 ,  234
3.9 ,  239
4.0 ,  240
4.1 ,  241
4.2 ,  244
4.3 ,  245
4.4 ,  248
4.5 ,  251
4.6 ,  252
4.7 ,  253
