limit, count
1.0 ,  0
1.1 ,  64
1.2 ,  86
1.3 ,  90
1.4 ,  91
1.5 ,  92
1.6 ,  97
1.7 ,  102
1.8 ,  108
1.9 ,  113
2.0 ,  117
2.1 ,  118
2.2 ,  121
2.3 ,  123
2.4 ,  124
2.5 ,  126
2.6 ,  130
2.7 ,  133
2.8 ,  136
2.9 ,  138
3.0 ,  140
3.1 ,  143
3.2 ,  145
3.3 ,  147
3.4 ,  150
3.5 ,  153
3.6 ,  157
3.7 ,  157
3.8 ,  160
3.9 ,  162
4.0 ,  165
4.1 ,  165
4.2 ,  166
4.3 ,  168
4.4 ,  168
4.5 ,  171
4.6 ,  172
4.7 ,  172
4.8 ,  173
4.9 ,  174
5.0 ,  175
5.1 ,  175
5.2 ,  175
5.3 ,  175
5.4 ,  175
5.5 ,  177
5.6 ,  180
5.7 ,  180
5.8 ,  181
5.9 ,  181
6.0 ,  181
6.1 ,  183
6.2 ,  183
6.3 ,  184
6.4 ,  185
6.5 ,  186
6.6 ,  186
6.7 ,  186
6.8 ,  188
6.9 ,  188
7.0 ,  189
