limit, count
1.0 ,  0
1.1 ,  33
1.2 ,  87
1.3 ,  88
1.4 ,  90
1.5 ,  90
1.6 ,  92
1.7 ,  92
1.8 ,  93
1.9 ,  98
2.0 ,  104
2.1 ,  108
2.2 ,  110
2.3 ,  111
2.4 ,  111
2.5 ,  113
2.6 ,  119
2.7 ,  123
2.8 ,  123
2.9 ,  123
3.0 ,  124
3.1 ,  126
3.2 ,  127
3.3 ,  128
3.4 ,  132
3.5 ,  136
3.6 ,  136
3.7 ,  137
3.8 ,  137
3.9 ,  139
4.0 ,  141
4.1 ,  141
4.2 ,  142
4.3 ,  142
4.4 ,  142
4.5 ,  142
4.6 ,  143
4.7 ,  143
4.8 ,  143
4.9 ,  143
5.0 ,  143
5.1 ,  143
5.2 ,  143
5.3 ,  143
5.4 ,  143
5.5 ,  143
5.6 ,  143
5.7 ,  143
5.8 ,  144
5.9 ,  144
6.0 ,  144
6.1 ,  145
6.2 ,  145
6.3 ,  146
6.4 ,  146
6.5 ,  146
6.6 ,  146
6.7 ,  146
6.8 ,  147
6.9 ,  147
7.0 ,  147
7.1 ,  147
7.2 ,  147
7.3 ,  149
7.4 ,  151
7.5 ,  151
7.6 ,  151
7.7 ,  151
7.8 ,  151
7.9 ,  151
8.0 ,  151
8.1 ,  151
8.2 ,  151
8.3 ,  151
8.4 ,  151
8.5 ,  152
