limit, count
1.0 ,  0
1.1 ,  20
1.2 ,  42
1.3 ,  51
1.4 ,  52
1.5 ,  53
1.6 ,  55
1.7 ,  59
1.8 ,  63
1.9 ,  64
2.0 ,  64
2.1 ,  68
2.2 ,  71
2.3 ,  76
2.4 ,  79
2.5 ,  81
2.6 ,  85
2.7 ,  88
2.8 ,  92
2.9 ,  93
3.0 ,  95
3.1 ,  96
3.2 ,  97
3.3 ,  98
3.4 ,  102
3.5 ,  103
3.6 ,  104
3.7 ,  108
3.8 ,  109
3.9 ,  110
4.0 ,  114
4.1 ,  117
4.2 ,  119
4.3 ,  119
4.4 ,  121
4.5 ,  122
4.6 ,  124
4.7 ,  124
4.8 ,  125
4.9 ,  125
5.0 ,  128
5.1 ,  128
5.2 ,  129
5.3 ,  129
5.4 ,  129
5.5 ,  129
5.6 ,  130
5.7 ,  130
5.8 ,  130
5.9 ,  131
6.0 ,  131
6.1 ,  132
6.2 ,  133
6.3 ,  133
6.4 ,  134
6.5 ,  134
6.6 ,  135
6.7 ,  136
6.8 ,  137
6.9 ,  137
7.0 ,  138
7.1 ,  139
7.2 ,  139
7.3 ,  139
7.4 ,  140
7.5 ,  141
7.6 ,  141
7.7 ,  144
7.8 ,  145
7.9 ,  146
8.0 ,  148
8.1 ,  148
8.2 ,  149
8.3 ,  149
8.4 ,  150
8.5 ,  151
