limit, count
1.0 ,  0
1.1 ,  24
1.2 ,  103
1.3 ,  106
1.4 ,  110
1.5 ,  113
1.6 ,  118
1.7 ,  126
1.8 ,  132
1.9 ,  137
2.0 ,  141
2.1 ,  148
2.2 ,  151
2.3 ,  157
2.4 ,  163
2.5 ,  168
2.6 ,  175
2.7 ,  177
2.8 ,  179
2.9 ,  182
3.0 ,  184
3.1 ,  186
3.2 ,  189
3.3 ,  191
3.4 ,  195
3.5 ,  195
3.6 ,  196
3.7 ,  197
3.8 ,  203
3.9 ,  205
4.0 ,  208
4.1 ,  208
4.2 ,  209
4.3 ,  209
4.4 ,  209
4.5 ,  211
4.6 ,  214
4.7 ,  217
4.8 ,  219
4.9 ,  219
5.0 ,  221
5.1 ,  223
5.2 ,  223
5.3 ,  224
5.4 ,  227
5.5 ,  227
5.6 ,  229
5.7 ,  232
5.8 ,  234
5.9 ,  236
6.0 ,  237
6.1 ,  239
6.2 ,  239
6.3 ,  241
6.4 ,  241
6.5 ,  242
6.6 ,  242
6.7 ,  243
6.8 ,  244
6.9 ,  246
7.0 ,  248
7.1 ,  248
7.2 ,  250
7.3 ,  250
7.4 ,  252
7.5 ,  252
7.6 ,  252
7.7 ,  253
7.8 ,  253
7.9 ,  254
