limit, count
1.0 ,  0
1.1 ,  26
1.2 ,  73
1.3 ,  80
1.4 ,  83
1.5 ,  85
1.6 ,  87
1.7 ,  89
1.8 ,  90
1.9 ,  90
2.0 ,  92
2.1 ,  94
2.2 ,  97
2.3 ,  97
2.4 ,  99
2.5 ,  102
2.6 ,  102
2.7 ,  104
2.8 ,  106
2.9 ,  108
3.0 ,  109
3.1 ,  110
3.2 ,  111
3.3 ,  113
3.4 ,  115
3.5 ,  119
3.6 ,  120
3.7 ,  122
3.8 ,  124
3.9 ,  131
4.0 ,  133
4.1 ,  134
4.2 ,  135
4.3 ,  136
4.4 ,  137
4.5 ,  141
4.6 ,  144
4.7 ,  150
4.8 ,  151
4.9 ,  151
5.0 ,  151
5.1 ,  152
5.2 ,  153
5.3 ,  153
5.4 ,  153
5.5 ,  154
5.6 ,  157
5.7 ,  158
5.8 ,  159
5.9 ,  159
6.0 ,  159
6.1 ,  160
6.2 ,  162
6.3 ,  164
6.4 ,  166
6.5 ,  167
6.6 ,  168
6.7 ,  169
6.8 ,  170
6.9 ,  175
7.0 ,  177
7.1 ,  178
7.2 ,  179
7.3 ,  179
7.4 ,  179
7.5 ,  179
7.6 ,  180
7.7 ,  181
7.8 ,  181
7.9 ,  181
8.0 ,  181
8.1 ,  181
8.2 ,  181
8.3 ,  184
8.4 ,  185
8.5 ,  186
8.6 ,  186
8.7 ,  186
8.8 ,  186
8.9 ,  186
9.0 ,  186
9.1 ,  186
9.2 ,  186
9.3 ,  186
9.4 ,  187
9.5 ,  187
9.6 ,  187
9.7 ,  187
9.8 ,  188
9.9 ,  190
