limit, count
1.0 ,  0
1.1 ,  1
1.2 ,  64
1.3 ,  70
1.4 ,  72
1.5 ,  72
1.6 ,  72
1.7 ,  77
1.8 ,  80
1.9 ,  82
2.0 ,  87
2.1 ,  89
2.2 ,  90
2.3 ,  94
2.4 ,  97
2.5 ,  98
2.6 ,  102
2.7 ,  105
2.8 ,  107
2.9 ,  108
3.0 ,  110
3.1 ,  115
3.2 ,  115
3.3 ,  119
3.4 ,  120
3.5 ,  120
3.6 ,  123
3.7 ,  124
3.8 ,  127
3.9 ,  127
4.0 ,  128
4.1 ,  128
4.2 ,  129
4.3 ,  130
4.4 ,  131
4.5 ,  134
4.6 ,  134
4.7 ,  135
4.8 ,  135
4.9 ,  136
5.0 ,  139
5.1 ,  140
5.2 ,  140
5.3 ,  140
5.4 ,  140
5.5 ,  140
5.6 ,  140
5.7 ,  140
5.8 ,  142
5.9 ,  142
6.0 ,  142
6.1 ,  142
6.2 ,  142
6.3 ,  143
6.4 ,  144
6.5 ,  144
6.6 ,  144
6.7 ,  144
6.8 ,  144
6.9 ,  144
7.0 ,  144
7.1 ,  144
7.2 ,  144
7.3 ,  144
7.4 ,  145
7.5 ,  145
7.6 ,  145
7.7 ,  148
7.8 ,  148
7.9 ,  149
8.0 ,  149
8.1 ,  149
8.2 ,  149
8.3 ,  149
8.4 ,  149
8.5 ,  149
8.6 ,  150
8.7 ,  150
8.8 ,  150
8.9 ,  150
9.0 ,  150
9.1 ,  150
9.2 ,  150
9.3 ,  150
9.4 ,  150
9.5 ,  150
9.6 ,  150
9.7 ,  150
9.8 ,  150
9.9 ,  151
10.0 ,  151
10.1 ,  151
10.2 ,  151
10.3 ,  151
10.4 ,  151
10.5 ,  151
10.6 ,  151
10.7 ,  151
10.8 ,  151
10.9 ,  151
11.0 ,  151
11.1 ,  151
11.2 ,  151
11.3 ,  151
11.4 ,  152
