limit, count
1.0 ,  0
1.1 ,  54
1.2 ,  131
1.3 ,  140
1.4 ,  143
1.5 ,  143
1.6 ,  145
1.7 ,  147
1.8 ,  150
1.9 ,  155
2.0 ,  157
2.1 ,  163
2.2 ,  168
2.3 ,  170
2.4 ,  176
2.5 ,  178
2.6 ,  181
2.7 ,  183
2.8 ,  183
2.9 ,  183
3.0 ,  184
3.1 ,  186
3.2 ,  188
3.3 ,  192
3.4 ,  197
3.5 ,  200
3.6 ,  201
3.7 ,  203
3.8 ,  207
3.9 ,  207
4.0 ,  210
4.1 ,  213
4.2 ,  214
4.3 ,  216
4.4 ,  216
4.5 ,  218
4.6 ,  219
4.7 ,  220
4.8 ,  223
4.9 ,  224
5.0 ,  225
5.1 ,  225
5.2 ,  225
5.3 ,  225
5.4 ,  227
5.5 ,  231
5.6 ,  231
5.7 ,  231
5.8 ,  233
5.9 ,  233
6.0 ,  234
6.1 ,  234
6.2 ,  234
6.3 ,  234
6.4 ,  236
6.5 ,  237
6.6 ,  238
6.7 ,  238
6.8 ,  240
6.9 ,  241
7.0 ,  242
7.1 ,  244
7.2 ,  244
7.3 ,  244
7.4 ,  247
7.5 ,  247
7.6 ,  247
7.7 ,  251
7.8 ,  253
7.9 ,  253
8.0 ,  253
8.1 ,  253
8.2 ,  253
8.3 ,  253
8.4 ,  253
8.5 ,  254
