limit, count
1.0 ,  0
1.1 ,  281
1.2 ,  186
1.3 ,  46
1.4 ,  26
1.5 ,  9
1.6 ,  13
1.7 ,  26
1.8 ,  14
1.9 ,  12
2.0 ,  13
2.1 ,  11
2.2 ,  13
2.3 ,  8
2.4 ,  10
2.5 ,  9
2.6 ,  5
2.7 ,  9
2.8 ,  13
2.9 ,  9
3.0 ,  9
3.1 ,  11
3.2 ,  5
3.3 ,  10
3.4 ,  12
3.5 ,  11
3.6 ,  15
3.7 ,  11
3.8 ,  10
3.9 ,  14
4.0 ,  4
4.1 ,  6
4.2 ,  3
4.3 ,  5
4.4 ,  7
4.5 ,  9
4.6 ,  4
4.7 ,  8
4.8 ,  5
4.9 ,  4
5.0 ,  4
5.1 ,  3
5.2 ,  3
5.3 ,  0
5.4 ,  1
5.5 ,  2
5.6 ,  5
5.7 ,  3
5.8 ,  5
5.9 ,  1
6.0 ,  0
6.1 ,  1
6.2 ,  3
6.3 ,  3
6.4 ,  3
6.5 ,  2
6.6 ,  2
6.7 ,  5
6.8 ,  2
6.9 ,  5
7.0 ,  4
7.1 ,  1
7.2 ,  4
7.3 ,  0
7.4 ,  5
7.5 ,  2
7.6 ,  2
7.7 ,  4
7.8 ,  0
7.9 ,  1
8.0 ,  1
8.1 ,  1
8.2 ,  1
8.3 ,  4
8.4 ,  1
8.5 ,  2
8.6 ,  2
8.7 ,  2
8.8 ,  1
8.9 ,  3
9.0 ,  1
9.1 ,  0
9.2 ,  0
9.3 ,  0
9.4 ,  5
9.5 ,  1
9.6 ,  0
9.7 ,  0
9.8 ,  1
9.9 ,  4
10.0 ,  1
10.1 ,  0
10.2 ,  2
10.3 ,  1
10.4 ,  0
10.5 ,  0
10.6 ,  1
10.7 ,  0
10.8 ,  1
10.9 ,  0
11.0 ,  1
11.1 ,  0
11.2 ,  1
11.3 ,  1
11.4 ,  2
11.5 ,  1
11.6 ,  2
11.7 ,  0
11.8 ,  0
11.9 ,  0
12.0 ,  1
12.1 ,  0
12.2 ,  0
12.3 ,  0
12.4 ,  1
12.5 ,  0
12.6 ,  1
12.7 ,  0
12.8 ,  0
12.9 ,  0
13.0 ,  0
13.1 ,  0
13.2 ,  0
13.3 ,  1
