limit, count
1.0 ,  0
1.1 ,  0
1.2 ,  5
1.3 ,  52
1.4 ,  59
1.5 ,  61
1.6 ,  65
1.7 ,  70
1.8 ,  78
1.9 ,  84
2.0 ,  92
2.1 ,  99
2.2 ,  105
2.3 ,  112
2.4 ,  118
2.5 ,  129
2.6 ,  132
2.7 ,  138
2.8 ,  149
2.9 ,  155
3.0 ,  157
3.1 ,  159
3.2 ,  164
3.3 ,  167
3.4 ,  169
3.5 ,  174
3.6 ,  178
3.7 ,  180
3.8 ,  180
3.9 ,  185
4.0 ,  187
4.1 ,  188
4.2 ,  189
4.3 ,  192
4.4 ,  195
4.5 ,  195
4.6 ,  199
4.7 ,  199
4.8 ,  200
