limit, count
1.0 ,  0
1.1 ,  0
1.2 ,  12
1.3 ,  38
1.4 ,  55
1.5 ,  80
1.6 ,  95
1.7 ,  107
1.8 ,  125
1.9 ,  149
2.0 ,  181
2.1 ,  208
2.2 ,  229
2.3 ,  237
2.4 ,  250
2.5 ,  252
2.6 ,  253
