limit, count
1.0 ,  0
1.1 ,  355
1.2 ,  144
1.3 ,  24
1.4 ,  20
1.5 ,  18
1.6 ,  20
1.7 ,  20
1.8 ,  16
1.9 ,  10
2.0 ,  11
2.1 ,  20
2.2 ,  11
2.3 ,  13
2.4 ,  17
2.5 ,  13
2.6 ,  15
2.7 ,  9
2.8 ,  15
2.9 ,  10
3.0 ,  7
3.1 ,  10
3.2 ,  10
3.3 ,  7
3.4 ,  14
3.5 ,  8
3.6 ,  5
3.7 ,  8
3.8 ,  14
3.9 ,  7
4.0 ,  9
4.1 ,  8
4.2 ,  8
4.3 ,  4
4.4 ,  4
4.5 ,  5
4.6 ,  6
4.7 ,  3
4.8 ,  4
4.9 ,  3
5.0 ,  9
5.1 ,  4
5.2 ,  5
5.3 ,  2
5.4 ,  3
5.5 ,  2
5.6 ,  4
5.7 ,  3
5.8 ,  4
5.9 ,  4
6.0 ,  2
6.1 ,  5
6.2 ,  4
6.3 ,  2
6.4 ,  3
6.5 ,  2
6.6 ,  2
6.7 ,  3
6.8 ,  2
6.9 ,  3
7.0 ,  3
7.1 ,  3
7.2 ,  4
7.3 ,  1
7.4 ,  3
7.5 ,  1
7.6 ,  0
7.7 ,  4
7.8 ,  1
7.9 ,  2
8.0 ,  2
8.1 ,  0
8.2 ,  1
8.3 ,  0
8.4 ,  1
8.5 ,  1
