limit, count
1.0 ,  0
1.1 ,  41
1.2 ,  71
1.3 ,  76
1.4 ,  80
1.5 ,  81
1.6 ,  82
1.7 ,  84
1.8 ,  85
1.9 ,  88
2.0 ,  90
2.1 ,  90
2.2 ,  92
2.3 ,  94
2.4 ,  97
2.5 ,  99
2.6 ,  105
2.7 ,  106
2.8 ,  107
2.9 ,  110
3.0 ,  112
3.1 ,  113
3.2 ,  114
3.3 ,  118
3.4 ,  119
3.5 ,  120
3.6 ,  121
3.7 ,  124
3.8 ,  128
3.9 ,  129
4.0 ,  129
4.1 ,  131
4.2 ,  132
4.3 ,  135
4.4 ,  138
4.5 ,  139
4.6 ,  143
4.7 ,  143
4.8 ,  145
4.9 ,  146
5.0 ,  149
5.1 ,  152
5.2 ,  153
5.3 ,  159
5.4 ,  161
5.5 ,  162
5.6 ,  163
5.7 ,  165
5.8 ,  167
5.9 ,  169
6.0 ,  170
6.1 ,  170
6.2 ,  170
6.3 ,  170
6.4 ,  170
6.5 ,  171
6.6 ,  172
6.7 ,  173
6.8 ,  175
6.9 ,  175
7.0 ,  176
7.1 ,  176
7.2 ,  176
7.3 ,  177
7.4 ,  178
7.5 ,  178
7.6 ,  179
7.7 ,  181
7.8 ,  182
7.9 ,  184
8.0 ,  185
8.1 ,  189
8.2 ,  191
8.3 ,  191
8.4 ,  192
8.5 ,  195
8.6 ,  195
8.7 ,  196
8.8 ,  196
8.9 ,  196
9.0 ,  197
9.1 ,  197
9.2 ,  197
9.3 ,  197
9.4 ,  197
9.5 ,  197
9.6 ,  197
9.7 ,  197
9.8 ,  197
9.9 ,  199
10.0 ,  199
10.1 ,  199
10.2 ,  199
10.3 ,  199
10.4 ,  199
10.5 ,  199
10.6 ,  199
10.7 ,  199
10.8 ,  199
10.9 ,  199
11.0 ,  199
11.1 ,  199
11.2 ,  199
11.3 ,  199
11.4 ,  199
11.5 ,  200
