limit, count
1.0 ,  0
1.1 ,  0
1.2 ,  0
1.3 ,  47
1.4 ,  62
1.5 ,  70
1.6 ,  85
1.7 ,  101
1.8 ,  116
1.9 ,  142
2.0 ,  155
2.1 ,  167
2.2 ,  189
2.3 ,  204
2.4 ,  213
2.5 ,  223
2.6 ,  229
2.7 ,  239
2.8 ,  245
2.9 ,  247
3.0 ,  248
3.1 ,  250
3.2 ,  250
3.3 ,  251
3.4 ,  252
3.5 ,  254
