limit, count
1.0 ,  0
1.1 ,  26
1.2 ,  64
1.3 ,  64
1.4 ,  64
1.5 ,  64
1.6 ,  66
1.7 ,  69
1.8 ,  73
1.9 ,  75
2.0 ,  76
2.1 ,  79
2.2 ,  82
2.3 ,  83
2.4 ,  85
2.5 ,  92
2.6 ,  93
2.7 ,  94
2.8 ,  96
2.9 ,  98
3.0 ,  103
3.1 ,  104
3.2 ,  106
3.3 ,  109
3.4 ,  113
3.5 ,  116
3.6 ,  118
3.7 ,  120
3.8 ,  120
3.9 ,  122
4.0 ,  124
4.1 ,  128
4.2 ,  129
4.3 ,  130
4.4 ,  134
4.5 ,  135
4.6 ,  136
4.7 ,  139
4.8 ,  141
4.9 ,  142
5.0 ,  144
5.1 ,  144
5.2 ,  145
5.3 ,  148
5.4 ,  150
5.5 ,  150
5.6 ,  152
5.7 ,  153
5.8 ,  153
5.9 ,  155
6.0 ,  159
6.1 ,  162
6.2 ,  164
6.3 ,  167
6.4 ,  168
6.5 ,  171
6.6 ,  172
6.7 ,  172
6.8 ,  173
6.9 ,  176
7.0 ,  179
7.1 ,  180
7.2 ,  182
7.3 ,  182
7.4 ,  186
7.5 ,  189
7.6 ,  189
7.7 ,  189
7.8 ,  191
7.9 ,  191
8.0 ,  191
8.1 ,  191
8.2 ,  191
8.3 ,  191
8.4 ,  192
8.5 ,  193
8.6 ,  194
8.7 ,  194
8.8 ,  194
8.9 ,  195
