limit, count
1.0 ,  0
1.1 ,  57
1.2 ,  3
1.3 ,  8
1.4 ,  4
1.5 ,  9
1.6 ,  4
1.7 ,  3
1.8 ,  1
1.9 ,  4
2.0 ,  3
2.1 ,  5
2.2 ,  2
2.3 ,  3
2.4 ,  1
2.5 ,  6
2.6 ,  6
2.7 ,  5
2.8 ,  5
2.9 ,  4
3.0 ,  3
3.1 ,  3
3.2 ,  4
3.3 ,  6
3.4 ,  2
3.5 ,  5
3.6 ,  0
3.7 ,  0
3.8 ,  0
3.9 ,  1
