limit, count
1.0 ,  0
1.1 ,  5
1.2 ,  58
1.3 ,  9
1.4 ,  1
1.5 ,  0
1.6 ,  3
1.7 ,  4
1.8 ,  7
1.9 ,  3
2.0 ,  4
2.1 ,  4
2.2 ,  0
2.3 ,  1
2.4 ,  2
2.5 ,  3
2.6 ,  0
2.7 ,  3
2.8 ,  2
2.9 ,  2
3.0 ,  3
3.1 ,  2
3.2 ,  2
3.3 ,  2
3.4 ,  3
3.5 ,  1
3.6 ,  1
3.7 ,  3
3.8 ,  0
3.9 ,  3
4.0 ,  1
4.1 ,  1
4.2 ,  1
4.3 ,  6
4.4 ,  3
4.5 ,  4
4.6 ,  0
4.7 ,  1
4.8 ,  2
4.9 ,  1
5.0 ,  1
5.1 ,  0
5.2 ,  2
5.3 ,  2
5.4 ,  4
5.5 ,  2
5.6 ,  3
5.7 ,  3
5.8 ,  4
5.9 ,  1
6.0 ,  2
6.1 ,  5
6.2 ,  3
6.3 ,  3
6.4 ,  2
6.5 ,  1
6.6 ,  2
6.7 ,  0
6.8 ,  0
6.9 ,  1
7.0 ,  0
7.1 ,  1
7.2 ,  0
7.3 ,  0
7.4 ,  1
