limit, count
1.0 ,  0
1.1 ,  274
1.2 ,  188
1.3 ,  40
1.4 ,  9
1.5 ,  12
1.6 ,  13
1.7 ,  28
1.8 ,  15
1.9 ,  14
2.0 ,  4
2.1 ,  13
2.2 ,  7
2.3 ,  10
2.4 ,  15
2.5 ,  14
2.6 ,  15
2.7 ,  14
2.8 ,  8
2.9 ,  12
3.0 ,  7
3.1 ,  7
3.2 ,  11
3.3 ,  4
3.4 ,  8
3.5 ,  14
3.6 ,  11
3.7 ,  13
3.8 ,  8
3.9 ,  7
4.0 ,  7
4.1 ,  8
4.2 ,  5
4.3 ,  7
4.4 ,  4
4.5 ,  5
4.6 ,  9
4.7 ,  7
4.8 ,  7
4.9 ,  2
5.0 ,  4
5.1 ,  1
5.2 ,  4
5.3 ,  3
5.4 ,  5
5.5 ,  6
5.6 ,  2
5.7 ,  4
5.8 ,  7
5.9 ,  1
6.0 ,  3
6.1 ,  4
6.2 ,  6
6.3 ,  6
6.4 ,  1
6.5 ,  4
6.6 ,  5
6.7 ,  4
6.8 ,  5
6.9 ,  0
7.0 ,  0
7.1 ,  5
7.2 ,  2
7.3 ,  2
7.4 ,  3
7.5 ,  4
7.6 ,  3
7.7 ,  2
7.8 ,  0
7.9 ,  1
8.0 ,  5
8.1 ,  1
8.2 ,  1
8.3 ,  3
8.4 ,  3
8.5 ,  4
8.6 ,  1
8.7 ,  1
8.8 ,  1
8.9 ,  1
9.0 ,  0
9.1 ,  2
9.2 ,  0
9.3 ,  2
9.4 ,  1
9.5 ,  0
9.6 ,  1
9.7 ,  1
9.8 ,  1
9.9 ,  2
10.0 ,  1
10.1 ,  3
10.2 ,  1
10.3 ,  1
10.4 ,  1
10.5 ,  0
10.6 ,  0
10.7 ,  1
10.8 ,  0
10.9 ,  0
11.0 ,  2
11.1 ,  0
11.2 ,  1
11.3 ,  1
11.4 ,  1
11.5 ,  0
11.6 ,  0
11.7 ,  0
11.8 ,  0
11.9 ,  0
12.0 ,  0
12.1 ,  0
12.2 ,  0
12.3 ,  0
12.4 ,  1
12.5 ,  0
12.6 ,  1
12.7 ,  0
12.8 ,  0
12.9 ,  0
13.0 ,  0
13.1 ,  0
13.2 ,  0
13.3 ,  0
13.4 ,  0
13.5 ,  0
13.6 ,  0
13.7 ,  0
13.8 ,  0
13.9 ,  0
14.0 ,  0
14.1 ,  0
14.2 ,  0
14.3 ,  1
