limit, count
1.0 ,  0
1.1 ,  64
1.2 ,  22
1.3 ,  4
1.4 ,  1
1.5 ,  1
1.6 ,  5
1.7 ,  5
1.8 ,  6
1.9 ,  5
2.0 ,  4
2.1 ,  1
2.2 ,  3
2.3 ,  2
2.4 ,  1
2.5 ,  2
2.6 ,  4
2.7 ,  3
2.8 ,  3
2.9 ,  2
3.0 ,  2
3.1 ,  3
3.2 ,  2
3.3 ,  2
3.4 ,  3
3.5 ,  3
3.6 ,  4
3.7 ,  0
3.8 ,  3
3.9 ,  2
4.0 ,  3
4.1 ,  0
4.2 ,  1
4.3 ,  2
4.4 ,  0
4.5 ,  3
4.6 ,  1
4.7 ,  0
4.8 ,  1
4.9 ,  1
5.0 ,  1
5.1 ,  0
5.2 ,  0
5.3 ,  0
5.4 ,  0
5.5 ,  2
5.6 ,  3
5.7 ,  0
5.8 ,  1
5.9 ,  0
6.0 ,  0
6.1 ,  2
6.2 ,  0
6.3 ,  1
6.4 ,  1
6.5 ,  1
6.6 ,  0
6.7 ,  0
6.8 ,  2
6.9 ,  0
7.0 ,  1
