limit, count
1.0 ,  0
1.1 ,  37
1.2 ,  72
1.3 ,  76
1.4 ,  76
1.5 ,  77
1.6 ,  77
1.7 ,  78
1.8 ,  85
1.9 ,  87
2.0 ,  88
2.1 ,  90
2.2 ,  93
2.3 ,  96
2.4 ,  100
2.5 ,  105
2.6 ,  111
2.7 ,  115
2.8 ,  119
2.9 ,  122
3.0 ,  126
3.1 ,  128
3.2 ,  129
3.3 ,  131
3.4 ,  132
3.5 ,  135
3.6 ,  138
3.7 ,  141
3.8 ,  145
3.9 ,  146
4.0 ,  149
4.1 ,  150
4.2 ,  151
4.3 ,  153
4.4 ,  156
4.5 ,  158
4.6 ,  158
4.7 ,  162
4.8 ,  162
4.9 ,  164
5.0 ,  165
5.1 ,  166
5.2 ,  166
5.3 ,  168
5.4 ,  169
5.5 ,  170
5.6 ,  172
5.7 ,  173
5.8 ,  173
5.9 ,  174
6.0 ,  175
6.1 ,  176
6.2 ,  177
6.3 ,  177
6.4 ,  177
6.5 ,  179
6.6 ,  183
6.7 ,  183
6.8 ,  184
6.9 ,  184
7.0 ,  185
7.1 ,  186
7.2 ,  186
7.3 ,  187
7.4 ,  189
7.5 ,  191
7.6 ,  191
7.7 ,  192
7.8 ,  192
7.9 ,  193
8.0 ,  195
8.1 ,  195
8.2 ,  195
8.3 ,  196
8.4 ,  197
8.5 ,  198
8.6 ,  199
8.7 ,  200
