limit, count
1.0 ,  0
1.1 ,  60
1.2 ,  84
1.3 ,  88
1.4 ,  88
1.5 ,  89
1.6 ,  94
1.7 ,  96
1.8 ,  99
1.9 ,  99
2.0 ,  102
2.1 ,  104
2.2 ,  108
2.3 ,  114
2.4 ,  116
2.5 ,  121
2.6 ,  122
2.7 ,  125
2.8 ,  126
2.9 ,  126
3.0 ,  126
3.1 ,  128
3.2 ,  128
3.3 ,  130
3.4 ,  134
3.5 ,  136
3.6 ,  137
3.7 ,  137
3.8 ,  139
3.9 ,  139
4.0 ,  139
4.1 ,  140
4.2 ,  140
4.3 ,  141
4.4 ,  141
4.5 ,  141
4.6 ,  141
4.7 ,  141
4.8 ,  141
4.9 ,  141
5.0 ,  142
5.1 ,  142
5.2 ,  145
5.3 ,  145
5.4 ,  146
5.5 ,  147
5.6 ,  148
5.7 ,  149
5.8 ,  150
5.9 ,  153
6.0 ,  153
6.1 ,  156
6.2 ,  157
6.3 ,  159
6.4 ,  160
6.5 ,  161
6.6 ,  163
6.7 ,  168
6.8 ,  170
6.9 ,  171
7.0 ,  171
7.1 ,  172
7.2 ,  173
7.3 ,  176
7.4 ,  176
7.5 ,  178
7.6 ,  178
7.7 ,  178
7.8 ,  179
7.9 ,  180
8.0 ,  181
8.1 ,  182
8.2 ,  183
8.3 ,  183
8.4 ,  183
8.5 ,  184
8.6 ,  185
8.7 ,  185
8.8 ,  186
8.9 ,  187
9.0 ,  188
9.1 ,  188
9.2 ,  188
9.3 ,  188
9.4 ,  188
9.5 ,  188
9.6 ,  188
9.7 ,  188
9.8 ,  189
9.9 ,  189
10.0 ,  189
10.1 ,  189
10.2 ,  189
10.3 ,  190
