limit, count
1.0 ,  0
1.1 ,  0
1.2 ,  9
1.3 ,  29
1.4 ,  37
1.5 ,  42
1.6 ,  51
1.7 ,  72
1.8 ,  87
1.9 ,  89
2.0 ,  93
2.1 ,  103
2.2 ,  114
2.3 ,  119
2.4 ,  123
2.5 ,  126
2.6 ,  129
2.7 ,  137
2.8 ,  143
2.9 ,  147
3.0 ,  147
3.1 ,  147
3.2 ,  149
3.3 ,  149
3.4 ,  150
3.5 ,  152
