limit, count
1.0 ,  0
1.1 ,  293
1.2 ,  558
1.3 ,  588
1.4 ,  606
1.5 ,  617
1.6 ,  633
1.7 ,  646
1.8 ,  656
1.9 ,  664
2.0 ,  673
2.1 ,  682
2.2 ,  691
2.3 ,  703
2.4 ,  712
2.5 ,  718
2.6 ,  729
2.7 ,  742
2.8 ,  748
2.9 ,  754
3.0 ,  765
3.1 ,  772
3.2 ,  779
3.3 ,  791
3.4 ,  799
3.5 ,  806
3.6 ,  813
3.7 ,  817
3.8 ,  819
3.9 ,  824
4.0 ,  832
4.1 ,  834
4.2 ,  837
4.3 ,  841
4.4 ,  841
4.5 ,  845
4.6 ,  846
4.7 ,  850
4.8 ,  853
4.9 ,  858
5.0 ,  861
5.1 ,  866
5.2 ,  872
5.3 ,  874
5.4 ,  876
5.5 ,  880
5.6 ,  881
5.7 ,  882
5.8 ,  887
5.9 ,  889
6.0 ,  894
6.1 ,  898
6.2 ,  899
6.3 ,  905
6.4 ,  909
6.5 ,  916
6.6 ,  920
6.7 ,  922
6.8 ,  927
6.9 ,  928
7.0 ,  931
7.1 ,  935
7.2 ,  943
7.3 ,  947
7.4 ,  954
7.5 ,  955
7.6 ,  957
7.7 ,  960
7.8 ,  964
7.9 ,  967
8.0 ,  968
8.1 ,  969
8.2 ,  972
8.3 ,  974
8.4 ,  979
8.5 ,  981
8.6 ,  984
8.7 ,  984
8.8 ,  984
8.9 ,  985
9.0 ,  985
9.1 ,  985
9.2 ,  985
9.3 ,  986
9.4 ,  986
9.5 ,  987
9.6 ,  988
9.7 ,  989
9.8 ,  990
9.9 ,  991
10.0 ,  991
10.1 ,  992
10.2 ,  994
10.3 ,  994
10.4 ,  996
10.5 ,  996
10.6 ,  996
10.7 ,  996
10.8 ,  997
10.9 ,  998
11.0 ,  999
11.1 ,  999
11.2 ,  999
11.3 ,  999
11.4 ,  1000
