id, model-name, radio
1 , squeezenetv1 , 1.3250477865523393
2 , vgg19 , 1.1923821983930358
4 , yolov2 , 3.889073346518594
3 , googlenet , 3.7101218091285886
5 , resnet50 , 1.1737318112521962
6 , squeezenetv1 , 1.2522122390822437
7 , vgg19 , 1.1360050871528964
8 , googlenet , 1.2052576875387213
9 , vgg19 , 1.0
12 , yolov2 , 10.298069417719
11 , resnet50 , 3.826884054492091
10 , squeezenetv1 , 11.31953476094002
13 , vgg19 , 1.0
15 , squeezenetv1 , 5.854062000069971
14 , googlenet , 7.034828589324003
16 , yolov2 , 3.213563731097195
17 , vgg19 , 1.161768530538336
18 , resnet50 , 4.280377031821005
20 , squeezenetv1 , 6.503046189956714
19 , googlenet , 6.821402134995415
21 , vgg19 , 1.0
22 , yolov2 , 2.2118521975646797
23 , squeezenetv1 , 1.896260467719826
24 , googlenet , 1.154240394772737
25 , resnet50 , 1.0358474323712683
26 , vgg19 , 1.0
27 , squeezenetv1 , 1.1633687531605914
28 , vgg19 , 1.0974334115378697
29 , yolov2 , 8.972081269151463
30 , googlenet , 6.229466965020987
31 , squeezenetv1 , 3.6596559368231563
32 , resnet50 , 1.7437909933434363
33 , vgg19 , 1.0
34 , googlenet , 3.078308448282749
35 , squeezenetv1 , 2.1263728973121854
36 , yolov2 , 1.1140289897208524
37 , vgg19 , 1.0
38 , resnet50 , 2.507141435847855
39 , squeezenetv1 , 2.6554316374010476
40 , googlenet , 1.1679414784176116
41 , vgg19 , 1.0
42 , squeezenetv1 , 1.1125439620379176
43 , yolov2 , 1.5735680156692922
44 , resnet50 , 1.0499894973704174
45 , vgg19 , 1.4659322472805494
46 , googlenet , 7.731471763279132
47 , squeezenetv1 , 1.0903997531955767
48 , vgg19 , 1.0
49 , yolov2 , 1.1565492362367684
50 , googlenet , 3.295744924053075
51 , resnet50 , 1.6745584844489119
52 , squeezenetv1 , 1.110943168192762
53 , vgg19 , 1.0
54 , googlenet , 2.274840504233532
55 , squeezenetv1 , 2.702921388338491
56 , vgg19 , 1.0
58 , yolov2 , 7.116596519550273
57 , resnet50 , 3.1802576329760224
59 , vgg19 , 1.1706502227551732
60 , squeezenetv1 , 7.518342593799993
61 , googlenet , 4.498774939936788
62 , resnet50 , 1.5843242390726606
63 , squeezenetv1 , 3.779314354412424
64 , yolov2 , 1.0580307035496914
65 , vgg19 , 1.0
66 , googlenet , 2.5007427696810596
67 , squeezenetv1 , 1.1621681895814184
68 , vgg19 , 1.0
69 , resnet50 , 2.3240343544184063
70 , googlenet , 3.4715210716279827
71 , yolov2 , 3.9781248111154044
72 , squeezenetv1 , 3.309618057432916
73 , vgg19 , 1.0
74 , squeezenetv1 , 1.0925341025828592
75 , resnet50 , 1.038485922400111
77 , vgg19 , 1.3507212740501777
76 , googlenet , 8.056401204408687
79 , squeezenetv1 , 2.1905375947382315
