limit, count
1.0 ,  0
1.1 ,  25
1.2 ,  58
1.3 ,  60
1.4 ,  60
1.5 ,  60
1.6 ,  61
1.7 ,  63
1.8 ,  66
1.9 ,  69
2.0 ,  71
2.1 ,  73
2.2 ,  76
2.3 ,  76
2.4 ,  81
2.5 ,  81
2.6 ,  82
2.7 ,  85
2.8 ,  85
2.9 ,  88
3.0 ,  90
3.1 ,  95
3.2 ,  96
3.3 ,  97
3.4 ,  101
3.5 ,  101
3.6 ,  103
3.7 ,  105
3.8 ,  107
3.9 ,  107
4.0 ,  109
4.1 ,  113
4.2 ,  113
4.3 ,  114
4.4 ,  115
4.5 ,  116
4.6 ,  119
4.7 ,  120
4.8 ,  120
4.9 ,  121
5.0 ,  121
5.1 ,  121
5.2 ,  122
5.3 ,  122
5.4 ,  122
5.5 ,  124
5.6 ,  124
5.7 ,  125
5.8 ,  126
5.9 ,  128
6.0 ,  129
6.1 ,  129
6.2 ,  129
6.3 ,  130
6.4 ,  130
6.5 ,  133
6.6 ,  133
6.7 ,  135
6.8 ,  136
6.9 ,  138
7.0 ,  139
7.1 ,  140
7.2 ,  141
7.3 ,  141
7.4 ,  141
7.5 ,  142
7.6 ,  143
7.7 ,  145
7.8 ,  145
7.9 ,  145
8.0 ,  145
8.1 ,  145
8.2 ,  145
8.3 ,  147
8.4 ,  152
8.5 ,  154
8.6 ,  158
8.7 ,  160
8.8 ,  161
8.9 ,  163
9.0 ,  164
9.1 ,  167
9.2 ,  168
9.3 ,  168
9.4 ,  171
9.5 ,  171
9.6 ,  172
9.7 ,  172
9.8 ,  173
9.9 ,  174
10.0 ,  175
10.1 ,  176
10.2 ,  177
10.3 ,  178
10.4 ,  178
10.5 ,  179
10.6 ,  179
10.7 ,  180
10.8 ,  180
10.9 ,  181
11.0 ,  182
11.1 ,  183
11.2 ,  184
11.3 ,  185
11.4 ,  185
11.5 ,  185
11.6 ,  187
11.7 ,  187
11.8 ,  187
11.9 ,  188
12.0 ,  189
12.1 ,  189
12.2 ,  189
12.3 ,  189
12.4 ,  189
12.5 ,  191
12.6 ,  191
12.7 ,  191
12.8 ,  191
12.9 ,  191
13.0 ,  191
13.1 ,  191
13.2 ,  192
13.3 ,  192
13.4 ,  192
13.5 ,  193
13.6 ,  194
13.7 ,  194
13.8 ,  194
13.9 ,  194
14.0 ,  194
14.1 ,  194
14.2 ,  194
14.3 ,  194
14.4 ,  194
14.5 ,  194
14.6 ,  194
14.7 ,  194
14.8 ,  194
14.9 ,  194
15.0 ,  194
15.1 ,  194
15.2 ,  194
15.3 ,  194
15.4 ,  194
15.5 ,  195
