limit, count
1.0 ,  0
1.1 ,  0
1.2 ,  0
1.3 ,  80
1.4 ,  11
1.5 ,  9
1.6 ,  10
1.7 ,  7
1.8 ,  15
1.9 ,  10
2.0 ,  5
2.1 ,  7
2.2 ,  16
2.3 ,  9
2.4 ,  4
2.5 ,  4
2.6 ,  3
2.7 ,  3
2.8 ,  5
2.9 ,  0
3.0 ,  0
3.1 ,  0
3.2 ,  3
