limit, count
1.0 ,  0
1.1 ,  318
1.2 ,  166
1.3 ,  34
1.4 ,  19
1.5 ,  9
1.6 ,  14
1.7 ,  19
1.8 ,  15
1.9 ,  18
2.0 ,  14
2.1 ,  13
2.2 ,  18
2.3 ,  9
2.4 ,  12
2.5 ,  16
2.6 ,  14
2.7 ,  8
2.8 ,  10
2.9 ,  12
3.0 ,  11
3.1 ,  9
3.2 ,  4
3.3 ,  7
3.4 ,  8
3.5 ,  10
3.6 ,  6
3.7 ,  9
3.8 ,  16
3.9 ,  9
4.0 ,  6
4.1 ,  8
4.2 ,  4
4.3 ,  5
4.4 ,  12
4.5 ,  7
4.6 ,  9
4.7 ,  6
4.8 ,  4
4.9 ,  3
5.0 ,  2
5.1 ,  3
5.2 ,  5
5.3 ,  2
5.4 ,  5
5.5 ,  1
5.6 ,  2
5.7 ,  4
5.8 ,  6
5.9 ,  2
6.0 ,  5
6.1 ,  8
6.2 ,  4
6.3 ,  2
6.4 ,  2
6.5 ,  6
6.6 ,  2
6.7 ,  2
6.8 ,  1
6.9 ,  4
7.0 ,  5
7.1 ,  6
7.2 ,  0
7.3 ,  9
7.4 ,  0
7.5 ,  1
7.6 ,  1
7.7 ,  1
7.8 ,  3
7.9 ,  3
8.0 ,  1
8.1 ,  0
8.2 ,  1
8.3 ,  1
8.4 ,  1
8.5 ,  0
8.6 ,  4
8.7 ,  2
8.8 ,  1
8.9 ,  1
