limit, count
1.0 ,  0
1.1 ,  3
1.2 ,  78
1.3 ,  82
1.4 ,  82
1.5 ,  83
1.6 ,  87
1.7 ,  88
1.8 ,  88
1.9 ,  90
2.0 ,  90
2.1 ,  93
2.2 ,  96
2.3 ,  97
2.4 ,  98
2.5 ,  100
2.6 ,  103
2.7 ,  107
2.8 ,  111
2.9 ,  115
3.0 ,  116
3.1 ,  118
3.2 ,  124
3.3 ,  127
3.4 ,  129
3.5 ,  129
3.6 ,  131
3.7 ,  132
3.8 ,  136
3.9 ,  138
4.0 ,  139
4.1 ,  139
4.2 ,  139
4.3 ,  139
4.4 ,  142
4.5 ,  143
4.6 ,  143
4.7 ,  146
4.8 ,  147
4.9 ,  149
5.0 ,  149
5.1 ,  151
5.2 ,  151
5.3 ,  152
5.4 ,  154
5.5 ,  155
5.6 ,  158
5.7 ,  161
5.8 ,  162
5.9 ,  163
6.0 ,  164
6.1 ,  164
6.2 ,  165
6.3 ,  165
6.4 ,  165
6.5 ,  165
6.6 ,  165
6.7 ,  166
6.8 ,  168
6.9 ,  169
7.0 ,  170
7.1 ,  171
7.2 ,  173
7.3 ,  176
7.4 ,  178
7.5 ,  179
7.6 ,  179
7.7 ,  181
7.8 ,  182
7.9 ,  182
8.0 ,  183
8.1 ,  184
8.2 ,  184
8.3 ,  184
8.4 ,  186
8.5 ,  188
8.6 ,  188
8.7 ,  189
8.8 ,  190
8.9 ,  190
9.0 ,  190
9.1 ,  190
9.2 ,  190
9.3 ,  190
9.4 ,  191
9.5 ,  191
9.6 ,  191
9.7 ,  192
9.8 ,  192
9.9 ,  193
10.0 ,  193
10.1 ,  195
