limit, count
1.0 ,  0
1.1 ,  334
1.2 ,  466
1.3 ,  499
1.4 ,  527
1.5 ,  543
1.6 ,  551
1.7 ,  564
1.8 ,  576
1.9 ,  588
2.0 ,  597
2.1 ,  611
2.2 ,  628
2.3 ,  639
2.4 ,  658
2.5 ,  672
2.6 ,  683
2.7 ,  691
2.8 ,  703
2.9 ,  715
3.0 ,  722
3.1 ,  730
3.2 ,  737
3.3 ,  743
3.4 ,  757
3.5 ,  770
3.6 ,  778
3.7 ,  780
3.8 ,  789
3.9 ,  795
4.0 ,  803
4.1 ,  810
4.2 ,  813
4.3 ,  818
4.4 ,  822
4.5 ,  830
4.6 ,  833
4.7 ,  837
4.8 ,  839
4.9 ,  847
5.0 ,  854
5.1 ,  862
5.2 ,  869
5.3 ,  872
5.4 ,  875
5.5 ,  879
5.6 ,  882
5.7 ,  886
5.8 ,  893
5.9 ,  897
6.0 ,  904
6.1 ,  909
6.2 ,  913
6.3 ,  920
6.4 ,  923
6.5 ,  925
6.6 ,  929
6.7 ,  934
6.8 ,  938
6.9 ,  942
7.0 ,  944
7.1 ,  950
7.2 ,  956
7.3 ,  961
7.4 ,  962
7.5 ,  965
7.6 ,  969
7.7 ,  970
7.8 ,  972
7.9 ,  974
8.0 ,  977
8.1 ,  978
8.2 ,  978
8.3 ,  979
8.4 ,  983
8.5 ,  986
8.6 ,  987
8.7 ,  988
8.8 ,  992
8.9 ,  992
9.0 ,  992
9.1 ,  992
9.2 ,  992
9.3 ,  992
9.4 ,  993
9.5 ,  993
9.6 ,  995
9.7 ,  996
9.8 ,  996
9.9 ,  996
10.0 ,  996
10.1 ,  997
10.2 ,  997
10.3 ,  997
10.4 ,  997
10.5 ,  997
10.6 ,  997
10.7 ,  997
10.8 ,  997
10.9 ,  999
11.0 ,  999
11.1 ,  999
11.2 ,  999
11.3 ,  999
11.4 ,  999
11.5 ,  999
11.6 ,  999
11.7 ,  999
11.8 ,  999
11.9 ,  1000
